season,episode,youtube_id,airdate,hosts,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,author,popcorn,oscar_pick
6,9,486OCi4uINY,4/1/2015,Gregg Turkington|Tim Heidecker,Woman in Gold,2015,PG-13,10 Apr 2015,109 min,"Biography, Drama, History",Simon Curtis,"Alexi Kaye Campbell, E. Randol Schoenberg (life story), Maria Altmann (life story)","Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.","English, German, Hebrew",UK,6 nominations.,https://m.media-amazon.com/images/M/MV5BMTExMTUxNDQ5MjdeQTJeQWpwZ15BbWU4MDk4NTgxMzQx._V1_SX300.jpg,51,7.3,"53,753",tt2404425,movie,N/A,"$33,307,793",Origin Pictures,N/A,True,Tim,5,False
6,10,JDUbtFKcf2M,4/8/2015,Ayaka Ohwaki|Tim Heidecker,The King's Daughter,2020,PG,N/A,N/A,"Action, Adventure, Fantasy",Sean McNamara,"Ronald Bass (screenplay), Barry Berman, Laura Harrington, Vonda N. McIntyre (novel), James Schamus","Pierce Brosnan, William Hurt, Benjamin Walker, Kaya Scodelario","King Louis XIV's quest for immortality leads him to capture and steal a mermaid's life force, a move that is further complicated by his illegitimate daughter's discovery of the creature.",English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BODE0MmM4NjItNGZiZC00NDU0LTg5NjAtYjg3NDc2OWVmMzY5XkEyXkFqcGdeQXVyMTk0NjI2NTY@._V1_SX300.jpg,N/A,8.4,14,tt2328678,movie,N/A,N/A,N/A,N/A,True,Tim,5,False
6,10,JDUbtFKcf2M,4/8/2015,Ayaka Ohwaki|Tim Heidecker,The King's Daughter,2020,PG,N/A,N/A,"Action, Adventure, Fantasy",Sean McNamara,"Ronald Bass (screenplay), Barry Berman, Laura Harrington, Vonda N. McIntyre (novel), James Schamus","Pierce Brosnan, William Hurt, Benjamin Walker, Kaya Scodelario","King Louis XIV's quest for immortality leads him to capture and steal a mermaid's life force, a move that is further complicated by his illegitimate daughter's discovery of the creature.",English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BODE0MmM4NjItNGZiZC00NDU0LTg5NjAtYjg3NDc2OWVmMzY5XkEyXkFqcGdeQXVyMTk0NjI2NTY@._V1_SX300.jpg,N/A,8.4,14,tt2328678,movie,N/A,N/A,N/A,N/A,True,Ayaka,3,False
6,10,JDUbtFKcf2M,4/8/2015,Ayaka Ohwaki|Tim Heidecker,Ex Machina,2014,R,24 Apr 2015,108 min,"Drama, Sci-Fi, Thriller",Alex Garland,Alex Garland,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno",A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,English,UK,Won 1 Oscar. Another 71 wins & 156 nominations.,https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_SX300.jpg,78,7.7,"472,575",tt0470752,movie,N/A,"$25,442,958",DNA Films,N/A,True,Tim,5,False
6,10,JDUbtFKcf2M,4/8/2015,Ayaka Ohwaki|Tim Heidecker,Ex Machina,2014,R,24 Apr 2015,108 min,"Drama, Sci-Fi, Thriller",Alex Garland,Alex Garland,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno",A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,English,UK,Won 1 Oscar. Another 71 wins & 156 nominations.,https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_SX300.jpg,78,7.7,"472,575",tt0470752,movie,N/A,"$25,442,958",DNA Films,N/A,True,Ayaka,5,False
7,1,fgoanR8BAMA,9/9/2015,Gregg Turkington|Tim Heidecker,Fantastic Four,2015,PG-13,07 Aug 2015,100 min,"Action, Adventure, Sci-Fi","Josh Trank, Stephen E. Rivkin","Jeremy Slater (screenplay), Simon Kinberg (screenplay), Josh Trank (screenplay), Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)","Miles Teller, Michael B. Jordan, Kate Mara, Jamie Bell",Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,"English, Spanish","USA, Germany, UK",8 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTk0OTMyMDA0OF5BMl5BanBnXkFtZTgwMzY5NTkzNTE@._V1_SX300.jpg,27,4.3,"152,075",tt1502712,movie,N/A,"$56,117,548","Kinberg Genre, TSG Entertainment, Twentieth Century Fox, Marvel Entertainment, Moving Picture Company, Constantin Film, Marv Films",N/A,True,Gregg,NA,False
7,1,fgoanR8BAMA,9/9/2015,Gregg Turkington|Tim Heidecker,Fantastic Four,2015,PG-13,07 Aug 2015,100 min,"Action, Adventure, Sci-Fi","Josh Trank, Stephen E. Rivkin","Jeremy Slater (screenplay), Simon Kinberg (screenplay), Josh Trank (screenplay), Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)","Miles Teller, Michael B. Jordan, Kate Mara, Jamie Bell",Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,"English, Spanish","USA, Germany, UK",8 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTk0OTMyMDA0OF5BMl5BanBnXkFtZTgwMzY5NTkzNTE@._V1_SX300.jpg,27,4.3,"152,075",tt1502712,movie,N/A,"$56,117,548","Kinberg Genre, TSG Entertainment, Twentieth Century Fox, Marvel Entertainment, Moving Picture Company, Constantin Film, Marv Films",N/A,True,Tim,6,False
7,1,fgoanR8BAMA,9/9/2015,Gregg Turkington|Tim Heidecker,Ant-Man,2015,PG-13,17 Jul 2015,117 min,"Action, Adventure, Comedy, Sci-Fi",Peyton Reed,"Edgar Wright (screenplay by), Joe Cornish (screenplay by), Adam McKay (screenplay by), Paul Rudd (screenplay by), Edgar Wright (story by), Joe Cornish (story by), Stan Lee (based on the Marvel comics by), Larry Lieber (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by)","Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",English,USA,Nominated for 1 BAFTA Film Award. Another 4 wins & 33 nominations.,https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,64,7.3,"567,827",tt0478970,movie,N/A,"$180,202,163",Marvel Studios,N/A,True,Tim,1,False
7,1,fgoanR8BAMA,9/9/2015,Gregg Turkington|Tim Heidecker,Ant-Man,2015,PG-13,17 Jul 2015,117 min,"Action, Adventure, Comedy, Sci-Fi",Peyton Reed,"Edgar Wright (screenplay by), Joe Cornish (screenplay by), Adam McKay (screenplay by), Paul Rudd (screenplay by), Edgar Wright (story by), Joe Cornish (story by), Stan Lee (based on the Marvel comics by), Larry Lieber (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by)","Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",English,USA,Nominated for 1 BAFTA Film Award. Another 4 wins & 33 nominations.,https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,64,7.3,"567,827",tt0478970,movie,N/A,"$180,202,163",Marvel Studios,N/A,True,Gregg,NA,False
7,2,JszcIgBV_MI,9/16/2015,Gregg Turkington|Tim Heidecker,Maze Runner: The Scorch Trials,2015,PG-13,18 Sep 2015,131 min,"Action, Adventure, Horror, Sci-Fi, Thriller",Wes Ball,"T.S. Nowlin (screenplay by), James Dashner (based upon the novel ""The Scorch Trials"" by)","Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",English,USA,2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjE3MDU2NzQyMl5BMl5BanBnXkFtZTgwMzQxMDQ3NTE@._V1_SX300.jpg,43,6.3,"220,936",tt4046784,movie,N/A,"$81,697,192","Gotham Group, Temple Hill",N/A,True,Gregg,5,False
7,2,JszcIgBV_MI,9/16/2015,Gregg Turkington|Tim Heidecker,Maze Runner: The Scorch Trials,2015,PG-13,18 Sep 2015,131 min,"Action, Adventure, Horror, Sci-Fi, Thriller",Wes Ball,"T.S. Nowlin (screenplay by), James Dashner (based upon the novel ""The Scorch Trials"" by)","Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",English,USA,2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjE3MDU2NzQyMl5BMl5BanBnXkFtZTgwMzQxMDQ3NTE@._V1_SX300.jpg,43,6.3,"220,936",tt4046784,movie,N/A,"$81,697,192","Gotham Group, Temple Hill",N/A,True,Tim,5,False
7,2,JszcIgBV_MI,9/16/2015,Gregg Turkington|Tim Heidecker,Black Mass,2015,R,18 Sep 2015,123 min,"Biography, Crime, Drama",Scott Cooper,"Mark Mallouk (screenplay), Jez Butterworth (screenplay), Dick Lehr (based on the book by), Gerard O'Neill (based on the book by)","Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Dakota Johnson","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",English,"USA, UK",6 wins & 24 nominations.,https://m.media-amazon.com/images/M/MV5BNzg0ODI3NDQxNF5BMl5BanBnXkFtZTgwMzgzNDA0NjE@._V1_SX300.jpg,68,6.9,"167,666",tt1355683,movie,N/A,"$62,575,678","Head Gear Films, Le Grisbi, Warner Bros., RatPac-Dune Entertainment, Cross Creek Pictures, Free State Pictures",N/A,True,Tim,5,False
7,2,JszcIgBV_MI,9/16/2015,Gregg Turkington|Tim Heidecker,Black Mass,2015,R,18 Sep 2015,123 min,"Biography, Crime, Drama",Scott Cooper,"Mark Mallouk (screenplay), Jez Butterworth (screenplay), Dick Lehr (based on the book by), Gerard O'Neill (based on the book by)","Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Dakota Johnson","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",English,"USA, UK",6 wins & 24 nominations.,https://m.media-amazon.com/images/M/MV5BNzg0ODI3NDQxNF5BMl5BanBnXkFtZTgwMzgzNDA0NjE@._V1_SX300.jpg,68,6.9,"167,666",tt1355683,movie,N/A,"$62,575,678","Head Gear Films, Le Grisbi, Warner Bros., RatPac-Dune Entertainment, Cross Creek Pictures, Free State Pictures",N/A,True,Gregg,5,False
7,5,gaQbGCg7_Mw,10/7/2015,Gregg Turkington|Tim Heidecker,Pan,2015,PG,09 Oct 2015,111 min,"Adventure, Comedy, Family, Fantasy",Joe Wright,"Jason Fuchs, J.M. Barrie (characters)","Hugh Jackman, Levi Miller, Garrett Hedlund, Rooney Mara","Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be for ever known as Peter Pan.",English,"USA, UK, Australia",8 nominations.,https://m.media-amazon.com/images/M/MV5BMzk2MDg5MDczMl5BMl5BanBnXkFtZTgwNTE2NjYyNjE@._V1_SX300.jpg,36,5.7,"60,456",tt3332064,movie,N/A,"$35,088,320",RatPac-Dune Entertainment,N/A,True,Tim,5,False
7,5,gaQbGCg7_Mw,10/7/2015,Gregg Turkington|Tim Heidecker,Pan,2015,PG,09 Oct 2015,111 min,"Adventure, Comedy, Family, Fantasy",Joe Wright,"Jason Fuchs, J.M. Barrie (characters)","Hugh Jackman, Levi Miller, Garrett Hedlund, Rooney Mara","Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be for ever known as Peter Pan.",English,"USA, UK, Australia",8 nominations.,https://m.media-amazon.com/images/M/MV5BMzk2MDg5MDczMl5BMl5BanBnXkFtZTgwNTE2NjYyNjE@._V1_SX300.jpg,36,5.7,"60,456",tt3332064,movie,N/A,"$35,088,320",RatPac-Dune Entertainment,N/A,True,Gregg,5,False
7,5,gaQbGCg7_Mw,10/7/2015,Gregg Turkington|Tim Heidecker,Steve Jobs,2015,R,23 Oct 2015,122 min,"Biography, Drama",Danny Boyle,"Aaron Sorkin (screenplay), Walter Isaacson (book)","Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels","Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",English,"UK, USA",Nominated for 2 Oscars. Another 28 wins & 110 nominations.,https://m.media-amazon.com/images/M/MV5BMjE0NTA2MTEwOV5BMl5BanBnXkFtZTgwNzg4NzU2NjE@._V1_SX300.jpg,82,7.2,"153,627",tt2080374,movie,N/A,"$17,766,658","Decibel Films, Scott Rudin Productions, Mark Gordon Productions, Entertainment 360, Cloud Eight",N/A,True,Gregg,5,False
7,5,gaQbGCg7_Mw,10/7/2015,Gregg Turkington|Tim Heidecker,Steve Jobs,2015,R,23 Oct 2015,122 min,"Biography, Drama",Danny Boyle,"Aaron Sorkin (screenplay), Walter Isaacson (book)","Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels","Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",English,"UK, USA",Nominated for 2 Oscars. Another 28 wins & 110 nominations.,https://m.media-amazon.com/images/M/MV5BMjE0NTA2MTEwOV5BMl5BanBnXkFtZTgwNzg4NzU2NjE@._V1_SX300.jpg,82,7.2,"153,627",tt2080374,movie,N/A,"$17,766,658","Decibel Films, Scott Rudin Productions, Mark Gordon Productions, Entertainment 360, Cloud Eight",N/A,True,Tim,5,False
7,6,EbrnM36GspY,10/14/2015,Gregg Turkington|Tim Heidecker,Goosebumps,2015,PG,16 Oct 2015,103 min,"Adventure, Comedy, Family, Fantasy, Horror",Rob Letterman,"Darren Lemke (screenplay by), Scott Alexander (story by), Larry Karaszewski (story by), R.L. Stine (based on the ""Goosebumps"" books written by)","Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee","A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",English,"USA, Australia",4 nominations.,https://m.media-amazon.com/images/M/MV5BMjA1OTUzNTQ5Ml5BMl5BanBnXkFtZTgwODQ4NDkxNjE@._V1_SX300.jpg,60,6.3,"80,876",tt1051904,movie,N/A,"$80,080,379","Original Film, Scholastic Entertainment Inc.",N/A,True,Tim,5,False
7,6,EbrnM36GspY,10/14/2015,Gregg Turkington|Tim Heidecker,Goosebumps,2015,PG,16 Oct 2015,103 min,"Adventure, Comedy, Family, Fantasy, Horror",Rob Letterman,"Darren Lemke (screenplay by), Scott Alexander (story by), Larry Karaszewski (story by), R.L. Stine (based on the ""Goosebumps"" books written by)","Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee","A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",English,"USA, Australia",4 nominations.,https://m.media-amazon.com/images/M/MV5BMjA1OTUzNTQ5Ml5BMl5BanBnXkFtZTgwODQ4NDkxNjE@._V1_SX300.jpg,60,6.3,"80,876",tt1051904,movie,N/A,"$80,080,379","Original Film, Scholastic Entertainment Inc.",N/A,True,Gregg,5,False
7,6,EbrnM36GspY,10/14/2015,Gregg Turkington|Tim Heidecker,Bridge of Spies,2015,PG-13,16 Oct 2015,142 min,"Drama, History, Thriller",Steven Spielberg,"Matt Charman, Ethan Coen, Joel Coen","Mark Rylance, Domenick Lombardozzi, Victor Verhaeghe, Mark Fichera","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.","English, German, Russian","USA, Germany, India",Won 1 Oscar. Another 30 wins & 101 nominations.,https://m.media-amazon.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1_SX300.jpg,81,7.6,"286,324",tt3682448,movie,N/A,"$72,313,754","Afterworks Limited, Studio Babelsberg Independents [de]",N/A,True,Tim,5,False
7,6,EbrnM36GspY,10/14/2015,Gregg Turkington|Tim Heidecker,Bridge of Spies,2015,PG-13,16 Oct 2015,142 min,"Drama, History, Thriller",Steven Spielberg,"Matt Charman, Ethan Coen, Joel Coen","Mark Rylance, Domenick Lombardozzi, Victor Verhaeghe, Mark Fichera","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.","English, German, Russian","USA, Germany, India",Won 1 Oscar. Another 30 wins & 101 nominations.,https://m.media-amazon.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1_SX300.jpg,81,7.6,"286,324",tt3682448,movie,N/A,"$72,313,754","Afterworks Limited, Studio Babelsberg Independents [de]",N/A,True,Gregg,5,False
7,7,cuORvss1ovo,10/21/2015,Gregg Turkington|Tim Heidecker,Paranormal Activity: The Ghost Dimension,2015,R,23 Oct 2015,88 min,"Horror, Mystery",Gregory Plotkin,"Jason Pagan (screenplay), Andrew Deutschman (screenplay), Adam Robitel (screenplay), Gavin Heffernan (screenplay), Brantley Aufill (story), Jason Pagan (story), Andrew Deutschman (story), Oren Peli (based on the film ""Paranormal Activity"")","Chris J. Murray, Brit Shaw, Ivy George, Dan Gill","Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.","English, German, Ukrainian",USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjQxMjE5OTA3OF5BMl5BanBnXkFtZTgwMDAxNTg4NjE@._V1_SX300.jpg,30,4.6,"25,073",tt2473510,movie,N/A,"$18,300,124","Blumhouse, Room 101 Inc., Solana Films",N/A,True,Gregg,NA,False
7,7,cuORvss1ovo,10/21/2015,Gregg Turkington|Tim Heidecker,Paranormal Activity: The Ghost Dimension,2015,R,23 Oct 2015,88 min,"Horror, Mystery",Gregory Plotkin,"Jason Pagan (screenplay), Andrew Deutschman (screenplay), Adam Robitel (screenplay), Gavin Heffernan (screenplay), Brantley Aufill (story), Jason Pagan (story), Andrew Deutschman (story), Oren Peli (based on the film ""Paranormal Activity"")","Chris J. Murray, Brit Shaw, Ivy George, Dan Gill","Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.","English, German, Ukrainian",USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjQxMjE5OTA3OF5BMl5BanBnXkFtZTgwMDAxNTg4NjE@._V1_SX300.jpg,30,4.6,"25,073",tt2473510,movie,N/A,"$18,300,124","Blumhouse, Room 101 Inc., Solana Films",N/A,True,Tim,NA,False
7,7,cuORvss1ovo,10/21/2015,Gregg Turkington|Tim Heidecker,Jem and the Holograms,2015,PG,23 Oct 2015,118 min,"Adventure, Drama, Family, Fantasy, Music, Romance, Sci-Fi",Jon M. Chu,Ryan Landels (screenplay by),"Aubrey Peeples, Stefanie Scott, Aurora Perrineau, Hayley Kiyoko","As a small-town girl catapults from underground video sensation to global superstar, she and her three sisters begin a journey of discovering that some talents are too special to keep hidden.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjIxMDI1MTI2M15BMl5BanBnXkFtZTgwODYzODc2NTE@._V1_SX300.jpg,42,4.2,"7,330",tt3614530,movie,N/A,"$2,184,640","Blumhouse, SB Projects, Chu Studios",N/A,True,Tim,5,False
7,7,cuORvss1ovo,10/21/2015,Gregg Turkington|Tim Heidecker,Jem and the Holograms,2015,PG,23 Oct 2015,118 min,"Adventure, Drama, Family, Fantasy, Music, Romance, Sci-Fi",Jon M. Chu,Ryan Landels (screenplay by),"Aubrey Peeples, Stefanie Scott, Aurora Perrineau, Hayley Kiyoko","As a small-town girl catapults from underground video sensation to global superstar, she and her three sisters begin a journey of discovering that some talents are too special to keep hidden.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjIxMDI1MTI2M15BMl5BanBnXkFtZTgwODYzODc2NTE@._V1_SX300.jpg,42,4.2,"7,330",tt3614530,movie,N/A,"$2,184,640","Blumhouse, SB Projects, Chu Studios",N/A,True,Gregg,5,False
7,8,7-2jpmg-fSw,10/28/2015,Axiom Serradimigni|Tim Heidecker,Collide,2016,PG-13,24 Feb 2017,99 min,"Action, Crime, Thriller",Eran Creevy,"F. Scott Frazier (screenplay by), Eran Creevy (screenplay by), F. Scott Frazier (story by)","Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley","An American backpacker gets involved with a ring of drug smugglers as their driver, though he winds up on the run from his employers across Cologne high-speed Autobahn.","English, German","UK, Germany, China, USA",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjRhMGI3ZGItZTMzMS00NzdmLWI1MzMtNjk0ZmY5ZjMyZDdkL2ltYWdlXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,33,5.7,"14,936",tt2126235,movie,N/A,"$2,280,004","Silver Pictures, Hands-on Producers, 42, DMG Entertainment, Automatik Entertainment, IM Global Film Fund",N/A,True,Tim,NA,False
7,8,7-2jpmg-fSw,10/28/2015,Axiom Serradimigni|Tim Heidecker,Collide,2016,PG-13,24 Feb 2017,99 min,"Action, Crime, Thriller",Eran Creevy,"F. Scott Frazier (screenplay by), Eran Creevy (screenplay by), F. Scott Frazier (story by)","Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley","An American backpacker gets involved with a ring of drug smugglers as their driver, though he winds up on the run from his employers across Cologne high-speed Autobahn.","English, German","UK, Germany, China, USA",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjRhMGI3ZGItZTMzMS00NzdmLWI1MzMtNjk0ZmY5ZjMyZDdkL2ltYWdlXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,33,5.7,"14,936",tt2126235,movie,N/A,"$2,280,004","Silver Pictures, Hands-on Producers, 42, DMG Entertainment, Automatik Entertainment, IM Global Film Fund",N/A,True,Axiom,NA,False
7,8,7-2jpmg-fSw,10/28/2015,Axiom Serradimigni|Tim Heidecker,Scouts Guide to the Zombie Apocalypse,2015,R,30 Oct 2015,93 min,"Action, Comedy, Horror",Christopher Landon,"Carrie Lee Wilson (screenplay), Emi Mochizuki (screenplay), Christopher Landon (screenplay), Lona Williams (story), Carrie Lee Wilson (story), Emi Mochizuki (story)","Tye Sheridan, Logan Miller, Joey Morgan, Sarah Dumont","Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.",English,USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BMTY4NjczNjE4OV5BMl5BanBnXkFtZTgwODk0MjQ5NjE@._V1_SX300.jpg,32,6.3,"45,313",tt1727776,movie,N/A,"$3,703,046",Broken Road,N/A,True,Tim,5,False
7,9,rYhc3na7j0k,11/5/2015,Gregg Turkington,The Peanuts Movie,2015,G,06 Nov 2015,88 min,"Animation, Comedy, Family",Steve Martino,"Craig Schulz (screenplay by), Bryan Schulz (screenplay by), Cornelius Uliano (screenplay by), Charles M. Schulz (based upon the comic strip by)","Trombone Shorty, Rebecca Bloom, Anastasia Bredikhina, Francesca Capaldi","Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.",English,USA,Nominated for 1 Golden Globe. Another 2 wins & 47 nominations.,https://m.media-amazon.com/images/M/MV5BNTE5NzMxNzkwNl5BMl5BanBnXkFtZTgwOTQ0Nzk5NzE@._V1_SX300.jpg,67,7.1,"42,213",tt2452042,movie,N/A,"$130,178,411","Blue Sky Studios, Twentieth Century Fox Animation",N/A,True,Gregg,5,False
7,9,rYhc3na7j0k,11/5/2015,Gregg Turkington,The Peanuts Movie,2015,G,06 Nov 2015,88 min,"Animation, Comedy, Family",Steve Martino,"Craig Schulz (screenplay by), Bryan Schulz (screenplay by), Cornelius Uliano (screenplay by), Charles M. Schulz (based upon the comic strip by)","Trombone Shorty, Rebecca Bloom, Anastasia Bredikhina, Francesca Capaldi","Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.",English,USA,Nominated for 1 Golden Globe. Another 2 wins & 47 nominations.,https://m.media-amazon.com/images/M/MV5BNTE5NzMxNzkwNl5BMl5BanBnXkFtZTgwOTQ0Nzk5NzE@._V1_SX300.jpg,67,7.1,"42,213",tt2452042,movie,N/A,"$130,178,411","Blue Sky Studios, Twentieth Century Fox Animation",N/A,True,Tim,5,False
7,9,rYhc3na7j0k,11/5/2015,Gregg Turkington,Spectre,2015,PG-13,06 Nov 2015,148 min,"Action, Adventure, Thriller",Sam Mendes,"John Logan (screenplay by), Neal Purvis (screenplay by), Robert Wade (screenplay by), Jez Butterworth (screenplay by), John Logan (story by), Neal Purvis (story by), Robert Wade (story by), Ian Fleming (based on characters created by)","Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes","A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.","English, Spanish, Italian, German, French","UK, USA, Austria, Mexico, Italy, Morocco",Won 1 Oscar. Another 7 wins & 34 nominations.,https://m.media-amazon.com/images/M/MV5BOWQ1MDE1NzgtNTQ4OC00ZjliLTllZDAtN2IyOTVmMTc5YjUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,60,6.8,"383,846",tt2379713,movie,N/A,"$200,074,609","Sony Pictures Entertainment, Columbia Pictures, Eon Productions Ltd., Danjaq Productions, MGM",N/A,True,Gregg,5,False
7,9,rYhc3na7j0k,11/5/2015,Gregg Turkington,Spectre,2015,PG-13,06 Nov 2015,148 min,"Action, Adventure, Thriller",Sam Mendes,"John Logan (screenplay by), Neal Purvis (screenplay by), Robert Wade (screenplay by), Jez Butterworth (screenplay by), John Logan (story by), Neal Purvis (story by), Robert Wade (story by), Ian Fleming (based on characters created by)","Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes","A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.","English, Spanish, Italian, German, French","UK, USA, Austria, Mexico, Italy, Morocco",Won 1 Oscar. Another 7 wins & 34 nominations.,https://m.media-amazon.com/images/M/MV5BOWQ1MDE1NzgtNTQ4OC00ZjliLTllZDAtN2IyOTVmMTc5YjUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,60,6.8,"383,846",tt2379713,movie,N/A,"$200,074,609","Sony Pictures Entertainment, Columbia Pictures, Eon Productions Ltd., Danjaq Productions, MGM",N/A,True,Tim,5,False
